Age,Gender,Academic_Level,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact
23,Male,Graduate,5.2,Instagram,Yes,7.0,6.0,Negative
21,Female,Undergraduate,6.3,TikTok,Yes,6.4,5.0,Negative
24,Male,Graduate,4.9,Facebook,No,7.3,7.0,Positive
20,Female,Undergraduate,6.7,Instagram,Yes,6.0,5.0,Negative
22,Male,Graduate,5.8,WeChat,Yes,6.5,6.0,Negative
19,Female,Undergraduate,4.5,Twitter,No,7.6,8.0,Positive
23,Male,Graduate,6.4,Facebook,Yes,6.3,5.0,Negative
21,Female,Undergraduate,4.1,Instagram,No,7.7,7.0,Positive
24,Male,Graduate,6.6,TikTok,Yes,6.2,5.0,Negative
20,Female,Undergraduate,4.4,Instagram,No,7.4,7.0,Positive
22,Male,Graduate,5.7,Twitter,Yes,6.8,6.0,Negative
19,Female,Undergraduate,7.0,Instagram,Yes,5.8,4.0,Negative
23,Male,Graduate,4.3,Facebook,No,7.5,7.0,Positive
21,Female,Undergraduate,6.9,TikTok,Yes,6.1,5.0,Negative
24,Male,Graduate,5.6,Instagram,Yes,6.9,6.0,Negative
20,Female,Undergraduate,6.2,Facebook,Yes,6.3,5.0,Negative
21,Male,Undergraduate,5.8,Instagram,Yes,6.7,6.0,Negative
23,Female,Graduate,4.9,TikTok,No,7.3,7.0,Positive
20,Male,Undergraduate,6.4,Facebook,Yes,6.2,5.0,Negative
22,Female,Graduate,5.1,Twitter,No,7.1,7.0,Positive
19,Male,Undergraduate,6.7,Instagram,Yes,6.0,4.0,Negative
24,Female,Graduate,5.5,WeChat,Yes,6.8,6.0,Negative
21,Male,Undergraduate,4.3,Twitter,No,7.6,8.0,Positive
23,Female,Graduate,6.2,Instagram,Yes,6.4,5.0,Negative
20,Male,Undergraduate,4.5,Facebook,No,7.4,7.0,Positive
22,Female,Graduate,6.3,TikTok,Yes,6.3,5.0,Negative
19,Male,Undergraduate,4.7,Instagram,No,7.2,7.0,Positive
24,Female,Graduate,5.9,Twitter,Yes,6.6,6.0,Negative
21,Male,Undergraduate,7.1,Facebook,Yes,5.7,4.0,Negative
23,Female,Graduate,4.4,Instagram,No,7.4,7.0,Positive
20,Male,Undergraduate,6.6,TikTok,Yes,6.2,5.0,Negative
22,Female,Graduate,5.4,Instagram,Yes,6.9,6.0,Negative
19,Male,Undergraduate,6.5,Facebook,Yes,6.1,5.0,Negative
24,Female,Graduate,4.8,Twitter,No,7.3,7.0,Positive
21,Male,Undergraduate,5.7,Instagram,Yes,6.7,6.0,Negative
23,Female,Graduate,6.1,TikTok,Yes,6.4,5.0,Negative
20,Male,Undergraduate,4.6,Facebook,No,7.2,7.0,Positive
22,Female,Graduate,6.8,Instagram,Yes,5.9,4.0,Negative
19,Male,Undergraduate,5.6,WeChat,Yes,6.8,6.0,Negative
24,Female,Graduate,4.2,Twitter,No,7.5,8.0,Positive
21,Male,Undergraduate,6.3,TikTok,Yes,6.3,5.0,Negative
23,Female,Graduate,4.4,Instagram,No,7.4,7.0,Positive
20,Male,Undergraduate,6.5,Facebook,Yes,6.2,5.0,Negative
22,Female,Graduate,4.6,Twitter,No,7.3,7.0,Positive
19,Male,Undergraduate,5.8,Instagram,Yes,6.6,6.0,Negative
24,Female,Graduate,7.0,TikTok,Yes,5.8,4.0,Negative
21,Male,Undergraduate,4.5,Facebook,No,7.3,7.0,Positive
23,Female,Graduate,6.7,Instagram,Yes,6.1,5.0,Negative
20,Male,Undergraduate,5.5,Twitter,Yes,6.8,6.0,Negative
22,Female,Graduate,6.4,Facebook,Yes,6.2,5.0,Negative
19,Male,Undergraduate,4.7,Instagram,No,7.2,7.0,Positive
24,Female,Graduate,5.6,TikTok,Yes,6.7,6.0,Negative
21,Male,Undergraduate,6.2,Facebook,Yes,6.3,5.0,Negative
23,Female,Graduate,4.8,Twitter,No,7.1,7.0,Positive
20,Male,Undergraduate,6.9,Instagram,Yes,5.9,4.0,Negative
22,Female,Graduate,5.7,WeChat,Yes,6.7,6.0,Negative
19,Male,Undergraduate,4.4,Twitter,No,7.4,8.0,Positive
24,Female,Graduate,6.1,TikTok,Yes,6.4,5.0,Negative
21,Male,Undergraduate,4.3,Instagram,No,7.5,7.0,Positive
23,Female,Graduate,6.4,Facebook,Yes,6.2,5.0,Negative
20,Male,Undergraduate,4.5,Twitter,No,7.3,7.0,Positive
22,Female,Graduate,5.9,Instagram,Yes,6.5,6.0,Negative
19,Male,Undergraduate,7.2,TikTok,Yes,5.7,4.0,Negative
24,Female,Graduate,4.6,Facebook,No,7.2,7.0,Positive
21,Male,Undergraduate,6.8,Instagram,Yes,6.0,5.0,Negative
23,Female,Graduate,5.3,Twitter,Yes,6.8,6.0,Negative
22,Male,Graduate,6.3,Facebook,Yes,6.2,5.0,Negative
20,Female,Undergraduate,4.8,Instagram,No,7.1,7.0,Positive
23,Male,Graduate,5.7,TikTok,Yes,6.6,6.0,Negative
21,Female,Undergraduate,6.2,Twitter,Yes,6.3,5.0,Negative
24,Male,Graduate,4.7,Facebook,No,7.2,7.0,Positive
19,Female,Undergraduate,6.8,Instagram,Yes,5.9,4.0,Negative
22,Male,Graduate,5.6,WeChat,Yes,6.7,6.0,Negative
20,Female,Undergraduate,4.3,Twitter,No,7.5,8.0,Positive
23,Male,Graduate,6.2,TikTok,Yes,6.3,5.0,Negative
21,Female,Undergraduate,4.4,Instagram,No,7.4,7.0,Positive
24,Male,Graduate,6.5,Facebook,Yes,6.1,5.0,Negative
19,Female,Undergraduate,4.6,Twitter,No,7.3,7.0,Positive
22,Male,Graduate,5.8,Instagram,Yes,6.6,6.0,Negative
20,Female,Undergraduate,7.1,TikTok,Yes,5.8,4.0,Negative
23,Male,Graduate,4.5,Facebook,No,7.3,7.0,Positive
21,Female,Undergraduate,6.7,Instagram,Yes,6.0,5.0,Negative
24,Male,Graduate,5.4,Twitter,Yes,6.8,6.0,Negative
19,Female,Undergraduate,6.4,TikTok,Yes,6.2,5.0,Negative
22,Male,Graduate,4.7,Facebook,No,7.2,7.0,Positive
20,Female,Undergraduate,5.6,Instagram,Yes,6.7,6.0,Negative
23,Male,Graduate,6.3,Twitter,Yes,6.2,5.0,Negative
21,Female,Undergraduate,4.8,TikTok,No,7.1,7.0,Positive
24,Male,Graduate,6.9,Instagram,Yes,5.9,4.0,Negative
19,Female,Undergraduate,5.7,WeChat,Yes,6.7,6.0,Negative
22,Male,Graduate,4.4,Twitter,No,7.4,8.0,Positive
20,Female,Undergraduate,6.1,Facebook,Yes,6.4,5.0,Negative
23,Male,Graduate,4.3,Instagram,No,7.5,7.0,Positive
21,Female,Undergraduate,6.4,TikTok,Yes,6.2,5.0,Negative
24,Male,Graduate,4.5,Twitter,No,7.3,7.0,Positive
19,Female,Undergraduate,5.9,Instagram,Yes,6.5,6.0,Negative
22,Male,Graduate,7.2,Facebook,Yes,5.7,4.0,Negative
20,Female,Undergraduate,4.6,TikTok,No,7.2,7.0,Positive
23,Male,Graduate,6.8,Instagram,Yes,6.0,5.0,Negative
21,Female,Undergraduate,5.3,Twitter,Yes,6.8,6.0,Negative
24,Male,Graduate,6.2,Facebook,Yes,6.3,5.0,Negative
19,Female,Undergraduate,4.7,Instagram,No,7.2,7.0,Positive
22,Male,Graduate,5.8,TikTok,Yes,6.6,6.0,Negative
20,Female,Undergraduate,6.1,Twitter,Yes,6.4,5.0,Negative
23,Male,Graduate,4.8,Facebook,No,7.1,7.0,Positive
21,Female,Undergraduate,6.7,Instagram,Yes,6.0,4.0,Negative
24,Male,Graduate,5.5,WeChat,Yes,6.8,6.0,Negative
19,Female,Undergraduate,4.2,Twitter,No,7.5,8.0,Positive
22,Male,Graduate,6.3,TikTok,Yes,6.2,5.0,Negative
20,Female,Undergraduate,4.4,Instagram,No,7.4,7.0,Positive
23,Male,Graduate,6.5,Facebook,Yes,6.1,5.0,Negative
21,Female,Undergraduate,4.6,Twitter,No,7.3,7.0,Positive
24,Male,Graduate,5.9,Instagram,Yes,6.5,6.0,Negative
19,Female,Undergraduate,7.0,TikTok,Yes,5.8,4.0,Negative
22,Male,Graduate,4.5,Facebook,No,7.3,7.0,Positive
20,Female,Undergraduate,6.6,Instagram,Yes,6.1,5.0,Negative
23,Male,Graduate,5.5,Twitter,Yes,6.7,6.0,Negative
21,Female,Undergraduate,6.3,TikTok,Yes,6.2,5.0,Negative
24,Male,Graduate,4.8,Facebook,No,7.1,7.0,Positive
19,Female,Undergraduate,5.7,Instagram,Yes,6.6,6.0,Negative
22,Male,Graduate,6.2,Twitter,Yes,6.3,5.0,Negative
20,Female,Undergraduate,4.7,TikTok,No,7.2,7.0,Positive
23,Male,Graduate,6.8,Instagram,Yes,5.9,4.0,Negative
21,Female,Undergraduate,5.6,WeChat,Yes,6.7,6.0,Negative
24,Male,Graduate,4.3,Twitter,No,7.5,8.0,Positive
19,Female,Undergraduate,6.2,Facebook,Yes,6.3,5.0,Negative
